Playlist Name,Post Malone,21 Savage,ZAYN,Taylor Swift,Madison Beer,Sabrina Carpenter,French Montana,Swae Lee,Nick Jonas,Robin Schulz,Selena Gomez & The Scene,Selena Gomez,Dua Lipa,Olivia Rodrigo,Travis Scott,Nancy Sinatra,John Denver,Gdaal,Sami Beigi,Madgal,Erfan,Dynatonic,DJ Tupic,Drake,Carly Simon,Dolly Parton,Rema,RAYE,070 Shake,Miley Cyrus,Charlie Puth,Cody Simpson,Ehaam,Faramarz Aslani,Lord Huron,Billie Eilish,One Direction,Lana Del Rey,Harry Styles,Mohsen Yeganeh,Roozbeh Nematollahi,Rauw Alejandro,Shakira,Gym Class Heroes,The Weeknd,ABBA,Daft Punk,Pharrell Williams,Nile Rodgers,X Ambassadors,The Killers,Zedd,Kid Cudi,Kygo,Bruno Mars,Angèle,WILLOW,Katy Perry,BANNERS,Calvin Harris,Randy Newman,Ed Sheeran,Ariana Grande,Nicki Minaj,Britney Spears,Elton John,PNAU,Doja Cat,Bon Iver,HAIM,Videoclub,Adèle Castillon,Mattyeux,Tech N9ne,Joey Cool,King Iso,Dwayne Johnson,Shawn Mendes,Tainy,Céline Dion,Chris Stapleton,Adele,Maroon 5,Rae Sremmurd,JONY,Fleetwood Mac,Rex Orange County,Alexander Rybak,DNCE,Jaymes Young,GROUPLOVE,Rihanna,Anna Margaret,Wyclef Jean,Megan Thee Stallion,David Guetta,Beyoncé,J Balvin,Willy William,JAY-Z,Kelly Rowland,Michelle Williams,Coldplay,Bad Bunny,Adam Hicks,Bridgit Mendler,Naomi Scott,Hayley Kiyoko,Grace Phipps,Dominic Cooper,Amanda Seyfried,Ashley Lilley,Rachel McDowall,Meryl Streep,Julie Walters,Christine Baranski,Guster,Nelly Furtado,Timbaland,James Arthur,Anne-Marie,benny blanco,Marshmello,Lizzo,OneRepublic,Lil Nas X,Jennifer Lopez,Pitbull,Alexandra Stan,Christina Aguilera,Kesha,Lady Gaga,Carly Rae Jepsen,Jessie J,Glass Animals,Madcon,Jonas Brothers,Steve Lacy,Demi Lovato,Kanye West,Tory Lanez,Ryan Gosling,Music Factory,Iggy Azalea,Rita Ora,Major Lazer,MØ,DJ Snake,Tate McRae,Bebe Rexha,Keane,5 Seconds of Summer,Kendrick Lamar,SZA,Kenya Grace,Bill Evans,Keith Jarrett,Gary Peacock,Jack DeJohnette,John Coltrane Quartet,Gerry Mulligan Sextet,Charlie Haden,Chet Baker,Miles Davis Quintet,Sonny Clark,Rahsaan Roland Kirk,Beegie Adair,Erroll Garner,Oscar Peterson Trio,Scott LaFaro,Paul Motian,Red Garland,Paul Chambers,Art Taylor,Shelly Manne,Oscar Peterson,Cannonball Adderley,Stan Getz,Miles Davis,John Coltrane,Jim Hall,Bill Evans Trio,Paul Chambers Quintet,Barry Harris,Gene Taylor,Leroy Williams,Lester Young,Egidijus Buožis,Igor Stravinsky,Teodor Currentzis,musicAeterna,Orchestre de l'Opéra National de Paris,Myung-Whun Chung,Arnold Schoenberg,Malin Hartelius,Gringolts Quartet,Daniel Barenboim,Chicago Symphony Orchestra,Charles Pikler,John Sharp,Joseph Golan,Li-Kuo Chang,Ruben Gonzalez,Stephen Balderston,Saint Paul Chamber Orchestra,Christopher Hogwood,Berliner Philharmoniker,Pierre Boulez,Rundfunkchor Berlin,Sir Simon Rattle,Sergei Prokofiev,Herbert von Karajan,Paul Hindemith,Omega Ensemble,Carl Orff,Cleveland Orchestra,Michael Tilson Thomas,Alexander Mosolov,Royal Concertgebouw Orchestra,Riccardo Chailly,Dmitri Shostakovich,Maria Ewing,Sergej Larin,Aage Haugland,Leonard Bernstein,New York Philharmonic,Royal Liverpool Philharmonic Orchestra,Vasily Petrenko,Edgard Varèse,Polish National Radio Symphony Orchestra,Christopher Lyndon-Gee,Pierre Schaeffer,Olivier Messiaen,Robert Plane,Gould Piano Trio,Hilary Summers,Ensemble Intercontemporain,Karlheinz Stockhausen,WDR Sinfonieorchester Köln,Peter Eötvös,Arturo Tamayo,Jacques Mercier,John Cage,JACK Quartet,Gidon Kremer,Naoko Yoshino,Boris Berman,Grete Sultan,La Monte Young,Noël Akchoté,Jeroen van Veen,Terry Riley,Steve Reich,Russell Hartenberger,Double Edge,Krzysztof Penderecki,Jonny Greenwood,AUKSO Orchestra,Iannis Xenakis,Luxembourg Philharmonic Orchestra,György Ligeti,Jonathan Nott,Gérard Grisey,Asko Ensemble,John Adams,Edo de Waart,San Francisco Symphony,Kamran Ince,Present Music,Kevin Stalheim,Fahir Atakoğlu,Herbie Hancock,"Richard ""Groove"" Holmes",Grover Washington\,Jr.,Chick Corea,Return To Forever,Niño Josele,Tony Williams,Jaco Pastorius,Mandrill,Brian Culbertson,Jeff Lorber Fusion,George Duke,Billy Cobham,The Brecker Brothers,George Benson,Frank Sinatra,Tony Bennett,Ella Fitzgerald,Leonard Cohen,Madeleine Peyroux,Cyrille Aimee,Nat King Cole,Paul Anka,Louis Armstrong,George Shearing,Dean Martin,Eric Clapton,Elvis Presley,Bud Powell,Sweet Nothings Band,Billie Holiday,Justin Hurwitz,Norah Jones,Rachel Younger,Brad Mehldau,Ray Charles,Jo Stafford,Paul Weston And His Orchestra,CMC 3,Emma Stone,Sarah Vaughan,Red Brick Lane,Diana Krall,Johnny Hartman,Etta James,Julie London,Roberta Flack,Michael Bublé,Ricky Nelson,Frazey Ford,Irene Kral,John Surman,Nelson Ayres,Rob Waring,The Don Rendell / Ian Carr Quintet,Samuel Joseph,Count Basie,Flora Martínez,Paolo Fresu,Richard Galliano,Jan Lundgren,The Dave Brubeck Quartet,Duke Ellington,Johnny Mathis,Ray Brown,Herb Ellis,Ben Webster,Ed Thigpen,Fred Astaire,Joe Pass,Bud Shank,Clare Fisher,Django Reinhardt,Stéphane Grappelli,Quintette du Hot Club de France,McCoy Tyner,Dizzy Gillespie,Özdemir Erdoğan,Andy Derrick Jazz Quartet,Itzhak Perlman,Teddy Wilson Trio,Bernard Herrmann,Red Garland Trio,Lucky Millinder,King Oliver,King Oliver Orchestra,Bill Withers,Sonny Stitt,Chet Atkins,Benny Goodman Septet,Grant Green,Maurice Meunier,Eddie Bernard,Eugène Vées,Emmanuel Soudieux,Jacques Martinon,B. Swanson Quartet,Edward Simon,Buddy Rich,Dexter Gordon,Joshua Redman,Coleman Hawkins,Art Blakey & The Jazz Messengers,Roy Hargrove,Neil Diamond,London Music Works,Bud Freeman,Alex Welsh & His Band,Alex Welsh,His Band,Thelonious Monk,Dr. Lonnie Smith,Ron Carter,Joe Lovano,Benny Golson,Nina Simone,Chet Baker Quartet,Russ Freeman,Charlie Parker,Bulut Gülen,Ozan Musluoğlu,Ferit Odman,Can Çankaya,Önder Focan,Rousseau,Ludwig van Beethoven,Fazıl Say,Erik Satie,Philippe Entremont,ibi,Claude Debussy,Alain Planès,Jean-Yves Thibaudet,Alexandre Tharaud,Erkan Oğur,Frédéric Chopin,Eleni Karaindrou,Maria Bildea,Sergiu Nastasa,Renato Ripo,Vangelis Christopoulos,Spyros Kazianis,Antonis Lagos,Dinos Hadjiiordanou,Camerata\,Friends Of Music Orchestra,Jean-Efflam Bavouzet,Anna Markland,Arthur Rubinstein,François Dumont,Robert Schumann,Vladimir Horowitz,Zoltán Fejérvári,Jan Lisiecki,Carl Maria von Weber,Michael Endres,Piotr Anderszewski,Vladimir Feltsman,Isabelle Faust,Alexander Melnikov,Jean-Guihen Queyras,Patrick Messina,Fabrizio Chiovetta,Varvara Tarasova,Peter Jablonski,Benjamin Grosvenor,Felix Mendelssohn,Péter Nagy,Martin Ivanov,Khatia Buniatishvili,Youri Egorov,Martha Argerich,Arcadi Volodos,Maria João Pires,Mitsuko Uchida,Eugene Mursky,Vittorio Forte,Brigitte Engerer,Claudio Arrau,Franz Liszt,Jenő Jandó,Donka Angatscheva,John Field,Elizabeth Joy Roe,Max Richter,Jacob's Piano,Evgeny Grinko,Sung Eun Choi,Nikolai Lugansky,Johann Sebastian Bach,Yo-Yo Ma,Ludovico Einaudi,Paul Lewis,Philip Thomson,Pyotr Ilyich Tchaikovsky,Yefim Bronfman,Wolfgang Amadeus Mozart,András Schiff,Franz Schubert,Krystian Zimerman,Rudolf Buchbinder,Copyright Control,André Rieu,Eugene Ormandy,Philadelphia Orchestra,Camille Saint-Saëns,Stéphane Tétreault,Fabien Gabel,Orchestre Symphonique De Québec,Girolamo Frescobaldi,Bruno Cocset,Les Basses Réunies,Murray Perahia,Sergei Rachmaninoff,Van Cliburn,Ulvi Cemal Erkin,Istanbul State Symphony Orchestra,Theodore Kuchar,Janet Baker,Gerald Moore,Johannes Brahms,Philharmonisches Staatsorchester Hamburg,Eugen Jochum,YUNDI,Leif Ove Andsnes,Lang Lang,Daniil Trifonov,Yannick Nézet-Séguin,Valentina Lisitsa,London Symphony Orchestra,Michael Francis,Claudio Monteverdi,Carlo Gaifa,Giovanni Faverio,Mario Livraghi,Cettina Cadelo,Cristina Miatello,Emanuele De Checchi,Claudio Cavina,Vincenzo Antonio Manno,Cappella Mauriziana,Marco Fodella,Sabina Colonna Preti,Caterina Dell'Agnelo,Mara Galassi,Roberto Gini,Ensemble Concerto,Mario Valsecchi,Daniel Hope,Zürcher Kammerorchester,Jane Berthe,Müzeyyen Senar,Çağdaş Suseven,Cemal Çınarlı,Neşet Ertaş,Zeki Müren,Hümeyra,Aşık Mahzuni Şerif,Emel Sayın,Seçil Heper,Kirpi Bülent,Erkin Koray,3 Hürel,Mustafa Ertürk,Turan Saka,Nesrin Sipahi,Ergin Kızılay,Sevim Deran,Mediha Şen Sancakoğlu,Behiye Aksoy,Salim Dündar,Semiha Yankı,Belkıs Özener,Tülay Özer,Dario Moreno,Sezen Aksu,Nilüfer,Ayten Alpman,Yeliz,Ayla Dikmen,Esmeray,Tanju Okan,Muazzez Abacı,Suzan Kardeş,Ajda Pekkan,Haramiler,Cihan Okan,Melihat Gülses,Selda Bağcan,Tarkan,Glass Domain,Logic1000,yunè pinku,Patrick Holland,Felipe Gordon,Blue Hawaii,Prequel,nand,Ceyolia,Saint Levant,TAXI KEBAB,Musique de Fête,Dilla,emi x,Dominik Hartz,Stanford Lin,El Alfa,Farina,Whitemary,Raär,X-Alox,Gutter Freakz,Collester,HCTM,Dustmite,Playyard,Zeina,Yaya Bey,Karnaval Blues,LYNN,Σtella,Redinho,MPL,Kolinga,Gaël Faye,Balthazar,illi,Monolink,Mauvaise Bouche,Jadu Heart,The Dø,Goran Bregović,Vaska Jankovska,Rolando Alarcon,Brothers of Metal,Amira Medunjanin,Ayşenur Kolivar,Yuri Ryadchenko,Sumru Ağıryürüyen,Onok Bozkurt,Kuan,Cem Karaca,Timuçin Esen,Sabaton,Maria Faradouri,Zülfü Livaneli,Gülay & The Ensemble Aras,Hainides,Ensemble Galatia,Karolina Cicha,Zulal,Bart Palyga,Ender Akay,Beyazıt Öztürk,Haluk Bilginer,Stelios Kazantzidis,Kon Sira,Joan Baez,Elina Duni,Kâzım Koyuncu,Lizeta Kalimeri,Sokratis Malamas,Ismail Hakki Demircioglu,Yorgos Kazantzis,Kardes Türküler,anna RF,Bedrije Misin & Ansambl Braće Koko,Jorma Ikävalko,Zohreh Jooya,Saeed Farajpoury,Rashid Beibutov,Barcelona Gipsy Klezmer Orchestra,Nihan Devecioglu,Alkistis Protopsalti,Lavrentis Machairitsas,Pix Lax,Meri Lida,Manolis Hiotis,Imam Baildi,Giannis Haroulis,Miltos Pashalidis,Penny Baltatzi,The Swingin' Cats,Eleonora Zouganeli,Marinella,Haris Alexiou,Dimitra Galani,Eleftheria Arvanitaki,Melina Kana,Glykeria,Eleni Tsaligopoulou,Tania Tsanaklidou,Andriana Babali,Melina Aslanidou,Christos Nikolopoulos,Konstantinos Argiros,Yanna Vasileiou,Stelios Dionisiou,Natasa Theodoridou,Manolis Lidakis,Kostas Makedonas,Giorgos Margaritis,Paola,Pitsa Papadopoulou,Giannis Ploutarhos,Antonis Remos,Stelios Rokkos,Panagiotis Tsafaras,Eleni Vitali,Gothart,Tülay German,Muslimgauze,King Raam,Rana Mansour,Hamed Nikpay,Fatima Spar Und Die Freedom Fries,Georgi Vinogradov,Orange Blossom,Beirut,Arany Zoltán,Sahin Gültekin,Yat-Kha,Myrkur,Ethnic Band,Divna Ljubojevic,Ali Zand Vakili,Laboratorium Pieśni,Şehir Işıkları,Ofdrykkja,Anna German,Golden Ring Ensemble,SAVAE (San Antonio Vocal Arts Ensemble),Jitka Šuranská,Michal Elia Kamal,Irén Lovász,Brenna MacCrimmon,Arto Tunçboyacıyan,Vasiliy Agapkin,The Red Army Choir,Victor Fedorov,Josh Lippi & The Overtimers,Dolapdere Big Gang,Samovar Russian Folk Music Ensemble,Elena Frolova,Modena City Ramblers,SesVerSus A Capella,Gülce Duru,Altai Kai,Andreyev Balalaika Ensemble,No Blues,Burzum,Nicu Alifantis,Zupfgeigenhansel,Lela Tataraidze,Äl Jawala,Bayan Faroun,Azam Ali,HasSak ethno,Die Streuner,Destan,Hrdza,Ayşe Önder,Aytekin Ataş,Gary Shearston,Faraualla,Polad Bülbüloğlu,"Фолк-группа ""Забава""",Bandiera Rossa,Ural Cossacks Choir,Uzory,Light in Babylon,Melike Şahin,Cem Koklukaya,Eldar Mansurov,Brilliant Dadaşova,Arslanbek Sultanbekov,Kemal Sahir Gürel,Hüseyin Yıldız,Erdal Güney,Faun,Elektro Hafiz,Ayla Millepied-Şen,Sami Yusuf,Özlem Özdil,Soner Akalın,Erkan Bektaş,Bajar,Kara Han,Pietra Montecorvino,Bremen Dayanışma Korosu,Modern Folk Üçlüsü,DakhaBrakha,Françoise Atlan,Nena Venetsanou,Trio Mandili,Maria Dimitriadi,Afroditi Manou,Canan Uzerli,Dolunay Obruk,Tuğçe Kurtiş,Alizarina,Kıraç,Efkan Şeşen,АлконостЪ (ансамбль этнической и духовной музыки),Warsaw Village Band,Tartalo Music,Amma,Nitin Sawhney,Vika Tsyganova,RIMON,Tiggs Da Author,Michaël Brun,Lolo Zouaï,Rayana Jay,JVLY,Myra,Drugdealer,Kate Bollinger,La Femme,Synapson,Bonga,Deluxe,La Rue Ketanou,Haris Hamza,CHAAMA,Oliver Koletzki,Ever Mihigo,Sabrina Bellaouel,Eddy Woogy,Weinzed,Femberi Bensen,Eluveitie,Kadebostany,Peter Nalitch,Ezginin Günlügü,Hakan Yılmaz,Sansar Salvo,Flo Rida,Sia,Sagopa Kajmer,Laura Branigan,Hidra,FerzanBeats,Şehinşah,Sean Paul,Lyph3r,Wizkid,Kyla,Stromae,AnnenMayKantereit,ALIZADE,BEGE,DJ Artz,Aşkın Nur Yengi,Omega,Tankurt Manas,Morcheeba,Kutanin,Blue Swede,Björn Skifs,Amy Macdonald,Amy Winehouse,Françoise Hardy,Znous,Mehter,Trio Aksak,Kerim Sezer,Fikret Kızılok,Mustafa Demirci,Yolcular,Mehmet Karakuş,Mehmet Emin Ay,İlahi Nidalar,Sami Savni Ozer,P!nk,Vance Joy,Alicia Keys,Juicy J,Eminem,B.o.B,Massaka,Yener Çevik,Anıl Piyancı,Velet,Monstar361,Defkhan,Contra,Gekko G,Farazi,Kodes Kahra,Ezhel,Emel,ibrahim1337,Christian Lisi,SKÁLD,Danheim,Hedningarna,Trevor Morris,Haggard,Los Golden Boys,Afrosound,Garmarna,OMNIA,Slayer,Three Days Grace,Kreator,Testament,Annihilator,Overkill,Hard Bass School,Rammstein,Luciano Pavarotti,Rotting Christ,Måneskin,Domenico Sarro,Academy of St. Martin in the Fields,Sir Neville Marriner,Powerwolf,Slipknot,Korpiklaani,Ghostemane,Waterflame,Pickpocket,Rodrigo Amarante,Poolside,Fatnotronic,Eleine,Epica,Piotr Musiał,Nytt Land,Marcin Przybyłowicz,Daniel Lavoie,Luck Mervil,Bruno Pelletier,Nightwish,Percival Schuttenbach,Turisas,Lindemann,Blind Guardian,Betzefer,NanowaR of Steel,Charly Glamour,Gigatron,Michael Starr,Apocalypse Orchestra,Folknery,Dredg,The Sins Of Thy Beloved,Vasily Agapkin,Geek Music,Santiano,Children Of Bodom,Yom,Hensonn,Pentagram,The HU,Turan Ethno-Folk Ensemble,Dalriada,Dark Tranquillity,Wardruna,Ankobo + Kaboo,Vandaveer,Russ,R.E.M.,The Verve,Sting,The Beatles,Queen,Yusuf / Cat Stevens,Don McLean,John Lennon,Simon & Garfunkel,Bob Dylan,Badfinger,Édith Piaf,Johnny Cash,Paul McCartney,Erykah Badu,Vicky Sampson,Moby,LUUV.,Mishaal,Nouvelle Vague,Camille,Avenged Sevenfold,Led Zeppelin,The Rolling Stones,Kath Bloom,Lee Hazlewood,Imany,Sonny & Cher,Barış Manço,Hozier,Kelly Clarkson,Justin Timberlake,Sam Smith,Gary Jules,Michael Andrews,Josephine Foster,Víctor Herrero,Pink Floyd,Colonel Bagshot,Gipsy Kings,Royal Philharmonic Orchestra,Mikky Ekko,Perry Como,Loreena McKennitt,Bee Gees,Asaf Avidan,The Mojos,Noir Désir,Creedence Clearwater Revival,The Olympians,Eleni & Souzana Vougioukli,Mélanie Pain,Yasmin Levy,The Klezmatics,Helldorado,Marissa Nadler,Elias Rahbani,The White Buffalo,Женя Любич,Martine Scozzesi,Monaldin,Emma Peters,Hindi Zahra,Waldeck,Patrizia Ferrara,Cigarettes After Sex,Caroline Polachek,The Mamas & The Papas,Kansas,Moriarty,John Legend,The Handsome Family,Alela Diane,Neil Young,S+C+A+R+R,Bozkurt,Kenan Doğulu,Altyn Tuu,Vindkaldr,Gondar
Sara/20summer,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara/all_time_ultimate_fav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara/2022_but_old,1.0,,,37.0,2.0,,,,1.0,1.0,5.0,21.0,11.0,4.0,1.0,,,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,5.0,8.0,,8.0,,,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,10.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara/omar18,,,,2.0,,2.0,,,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,,,,1.0,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
